"today";"start";"end";"interviewer";"locat";"gender";"wmanagement";"price";"price_per";"religion";"occupation";"income";"males";"females";"daily_waste";"wastecat";"disposal";"disposal/1";"disposal/2";"disposal/3";"disposal/4";"disposal/5";"disposal/6";"disposal/8";"disposal/9";"disposal/10";"disposal/11";"disposal/12";"disposal/13";"disposal/14";"burn_often";"burn_time";"why_burn";"why_burn/1";"why_burn/2";"why_burn/3";"why_burn/4";"why_burn/5";"why_burn/6";"why_burn/7";"why_burn/8";"why_burn/9";"why_burn/99";"why_burn/88";"cooking";"cooking_specify";"cook_place";"times_cook";"vehicles";"ti";"timee";"waste";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-06-05";"2023-06-05 09:59:49.634000+02:00";"2023-06-05 10:10:28.858000+02:00";"4";"1";"1";"8";"60000";"1";"1";"8";"500000";"3";"3";"2.0";"2";"10";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Gas";"1";"4";"2";"4";"2";"0";"243648716";"d60c9970-4100-4339-a4a1-d2a32a49de5a";"2023-06-05 17:26:46";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"46"
"2023-06-05";"2023-06-05 10:16:20.429000+02:00";"2023-06-05 10:23:13.633000+02:00";"4";"1";"1";"3";"";"";"1";"3";"200000";"4";"3";"3.0";"2";"3 1 10";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"11:19:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"Electricity";"1";"3";"1";"3";"2";"1";"243648719";"209f610e-f937-4889-b499-bc806bfa7d49";"2023-06-05 17:26:46";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"47"
"2023-06-05";"2023-06-05 10:30:26.872000+02:00";"2023-06-05 10:37:26.609000+02:00";"4";"1";"1";"8";"50000";"1";"4";"3";"600000";"1";"4";"1.0";"2";"1 10";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"3";"3";"2";"1";"1";"243648721";"2c587b7d-3881-4a38-8021-ecca1d6adb8d";"2023-06-05 17:26:47";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"48"
"2023-06-05";"2023-06-05 10:47:29.991000+02:00";"2023-06-05 10:52:43.224000+02:00";"4";"1";"1";"8";"60000";"2";"1";"8";"80000";"4";"3";"25.0";"2";"1 10";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"2";"3";"6";"2";"1";"243648726";"5da15b0e-7504-4022-992c-833a75489f12";"2023-06-05 17:26:47";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"49"
"2023-06-05";"2023-06-05 11:13:34.966000+02:00";"2023-06-05 19:26:11.918000+02:00";"4";"1";"1";"8";"50000";"2";"1";"3";"500000";"5";"2";"40.0";"3";"10 3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"21:25:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"Electricity";"1";"2";"3";"2";"2";"1";"243648728";"e060ce39-7723-40cc-95b4-c394af56d8bb";"2023-06-05 17:26:48";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"50"
"2023-06-05";"2023-06-05 11:31:27.903000+02:00";"2023-06-05 11:37:22.381000+02:00";"4";"1";"1";"8";"55000";"2";"1";"8";"700000";"5";"2";"20.0";"2";"3 4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"19:34:00.000+02:00";"3 1 2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"88";"Electricity";"1";"3";"5";"2";"3";"1";"243648732";"dd73b365-d882-4252-a0e0-9117f62bdfdc";"2023-06-05 17:26:48";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"51"
"2023-06-05";"2023-06-05 11:44:17.014000+02:00";"2023-06-05 11:50:07.640000+02:00";"4";"1";"1";"8";"50000";"2";"1";"6";"400000";"1";"2";"15.0";"2";"1 3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"14:47:00.000+02:00";"1 4";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"88";"Electricity";"1";"3";"1";"3";"2";"1";"243648736";"ae79068b-4b03-4653-831c-5ca9b1889b8c";"2023-06-05 17:26:49";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"52"
"2023-06-05";"2023-06-05 11:56:02.323000+02:00";"2023-06-05 12:01:48.288000+02:00";"4";"1";"0";"8";"60000";"2";"1";"8";"5000000";"3";"4";"40.0";"3";"10";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"1";"3";"3";"1";"2";"1";"243648739";"d2f1d90e-c158-4ccb-b7a5-ac87a7627a9d";"2023-06-05 17:26:49";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"53"
"2023-06-05";"2023-06-05 12:16:37.123000+02:00";"2023-06-05 12:21:13.982000+02:00";"4";"1";"0";"2";"";"";"1";"3";"680000";"2";"2";"25.0";"1";"3 10";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"16:19:00.000+02:00";"1 3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"";"1";"2";"1";"3";"1";"1";"243648743";"cf508f28-45a0-434a-8f58-ca5b1968984e";"2023-06-05 17:26:50";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"54"
"2023-06-05";"2023-06-05 12:23:19.870000+02:00";"2023-06-05 12:27:33.357000+02:00";"4";"1";"1";"8";"60000";"2";"1";"8";"560000";"3";"2";"10.0";"2";"3 10";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"16:25:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"";"1";"2";"2";"2";"3";"1";"243648746";"711ca6d3-aecc-426f-9da9-7f64df9474a1";"2023-06-05 17:26:50";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"55"
"2023-06-05";"2023-06-05 12:40:40.257000+02:00";"2023-06-05 12:46:54.906000+02:00";"4";"1";"1";"8";"55000";"1";"1";"6";"790000";"3";"2";"30.0";"4";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"2";"3";"3";"2";"1";"243648750";"2f38cc9f-d792-4f4b-91df-d047fe31c9fc";"2023-06-05 17:26:51";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"56"
"2023-06-05";"2023-06-05 12:54:50.677000+02:00";"2023-06-05 14:02:51.234000+02:00";"4";"1";"0";"8";"60000";"3";"1";"3";"680000";"3";"3";"40.0";"1";"10 3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"17:58:00.000+02:00";"1 3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"88";"Gas";"1";"4";"3";"6";"3";"1";"243648752";"236f49f0-510d-416c-9479-3104221177b6";"2023-06-05 17:26:51";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"57"
"2023-06-05";"2023-06-05 15:26:04.802000+02:00";"2023-06-05 15:34:09.744000+02:00";"4";"1";"1";"8";"80000";"1";"1";"7";"800000";"3";"2";"20.0";"5";"1 10";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"1";"3";"2";"4";"3";"1";"243648759";"46c9cb1f-e0b2-49cd-b981-d5a7942404d2";"2023-06-05 17:26:52";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"58"
"2023-06-05";"2023-06-05 15:41:40.318000+02:00";"2023-06-05 15:48:31.752000+02:00";"4";"1";"0";"8";"70000";"1";"1";"1";"900000";"3";"2";"10.0";"2";"10 2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Gas";"1";"3";"4";"2";"1";"1";"243648762";"21ef7ee8-74b0-4fa5-8d3f-ca2c6b662320";"2023-06-05 17:26:53";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"59"
"2023-06-05";"2023-06-05 15:55:14.248000+02:00";"2023-06-05 15:58:50.963000+02:00";"4";"1";"1";"6";"";"";"1";"8";"200000";"1";"1";"15.0";"2";"3 10";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"07:56:00.000+02:00";"1 4";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"";"1";"2";"1";"1";"2";"1";"243648767";"1a582c3a-6ca1-46ea-b327-40025a0d6e88";"2023-06-05 17:26:53";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"60"
"2023-06-06";"2023-06-06 08:01:35.385000+02:00";"2023-06-06 14:09:58.038000+02:00";"1";"3";"0";"8";"3000";"4";"3";"6";"30000";"2";"3";"5.0";"2";"2 11 10";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"2";"3";"2";"0";"243821724";"f720198b-c582-4720-9492-fe6647bcb7a7";"2023-06-06 12:10:11";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"61"
"2023-06-06";"2023-06-06 12:33:38.404000+02:00";"2023-06-06 14:11:50.947000+02:00";"1";"3";"1";"8";"45000";"4";"88";"5";"45000";"5";"3";"6.0";"2";"2 3 11";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"6";"09:30:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"electricity";"1";"3";"2";"2";"2";"0";"243822048";"52ebc6c9-94dd-4b28-8bdc-e5d55a1af5d5";"2023-06-06 12:11:58";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"62"
"2023-06-06";"2023-06-06 10:01:38.835000+02:00";"2023-06-06 14:16:52.007000+02:00";"1";"3";"0";"3";"";"";"2";"6";"60000";"3";"4";"5.0";"1";"2 11";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"4";"2";"2";"0";"243823129";"1de4de24-b30e-4cc3-8535-9c2a579ccd2d";"2023-06-06 12:17:10";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"63"
"2023-06-06";"2023-06-06 10:30:20.167000+02:00";"2023-06-06 14:20:52.432000+02:00";"1";"3";"1";"7";"";"";"1";"8";"600000";"2";"3";"3.0";"1";"2 11 4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"4";"1";"2";"2";"0";"243824060";"169f97d4-b0a7-4e8c-bc19-007e23179108";"2023-06-06 12:21:27";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"64"
"2023-06-06";"2023-06-06 08:35:17.929000+02:00";"2023-06-06 14:23:21.248000+02:00";"1";"3";"0";"8";"50000";"4";"1";"6";"50000";"4";"1";"10.0";"2";"2 3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"09:00:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"electricity";"1";"3";"3";"4";"2";"0";"243824625";"316dcb24-07e3-40fc-ba0c-47cfe77c9eb0";"2023-06-06 12:23:29";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"65"
"2023-06-06";"2023-06-06 09:01:43.683000+02:00";"2023-06-06 14:24:42.763000+02:00";"1";"3";"1";"8";"40000";"4";"1";"6";"40000";"5";"0";"3.0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"2";"2";"2";"0";"243824943";"14503da8-130c-497e-ba25-4083fdca7257";"2023-06-06 12:24:52";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"66"
"2023-06-06";"2023-06-06 11:34:38.054000+02:00";"2023-06-06 14:26:27.802000+02:00";"1";"3";"1";"8";"45000";"4";"1";"6";"45000";"1";"1";"12.0";"2";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"09:30:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"electricity";"1";"3";"1";"2";"2";"1";"243825572";"4f784c29-3356-4151-97d4-ddedbe9d2d11";"2023-06-06 12:26:39";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"67"
"2023-06-06";"2023-06-06 08:43:43.460000+02:00";"2023-06-06 14:28:33.666000+02:00";"1";"3";"1";"8";"50000";"4";"1";"6";"50000";"2";"0";"12.0";"2";"3 2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"09:54:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"electricity";"1";"3";"2";"2";"2";"1";"243826135";"888f9f78-75d7-457e-87b7-7b15ca8f6d91";"2023-06-06 12:28:43";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"68"
"2023-06-06";"2023-06-06 12:17:27.217000+02:00";"2023-06-06 12:22:07.523000+02:00";"1";"3";"1";"8";"40000";"4";"1";"6";"40000";"2";"2";"5.0";"1";"2 3 11 10";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"17:19:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"3";"1";"3";"2";"2";"2";"0";"243826274";"d2cf8b53-42ec-446b-9671-6325c574a20f";"2023-06-06 12:29:12";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"69"
"2023-06-06";"2023-06-06 09:16:00.982000+02:00";"2023-06-06 14:30:23.865000+02:00";"1";"3";"1";"8";"2500";"4";"1";"6";"2000000";"3";"3";"3.0";"2";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"2";"2";"2";"1";"243826629";"44f66cae-1809-4d37-a175-ac6b9f2ed04a";"2023-06-06 12:30:31";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"70"
"2023-06-06";"2023-06-06 09:39:03.240000+02:00";"2023-06-06 14:31:40.079000+02:00";"1";"3";"1";"8";"50000";"4";"1";"6";"50000";"5";"1";"5.0";"2";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"09:00:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"electricity";"1";"3";"1";"2";"2";"1";"243827052";"222e0beb-f033-4423-9d28-9f8e01d7cd8b";"2023-06-06 12:31:50";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"71"
"2023-06-06";"2023-06-06 11:45:29.655000+02:00";"2023-06-06 14:32:41.756000+02:00";"1";"3";"1";"7";"";"";"88";"6";"40000";"2";"4";"15.0";"2";"2 11 10";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"3";"3";"2";"0";"243827316";"59e4bdee-4d92-4fe9-8fde-c65ad8271a02";"2023-06-06 12:32:56";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"72"
"2023-06-06";"2023-06-06 11:10:40.047000+02:00";"2023-06-06 14:33:36.974000+02:00";"1";"3";"1";"8";"65000";"4";"88";"5";"65000";"1";"1";"12.0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"6";"2";"2";"0";"243827471";"22b8b010-63b3-4927-bcc3-84fa8de94788";"2023-06-06 12:33:43";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"73"
"2023-06-06";"2023-06-06 12:03:17.913000+02:00";"2023-06-06 14:34:30.920000+02:00";"1";"3";"0";"8";"35000";"4";"1";"6";"35000";"3";"2";"4.0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"electricity";"1";"3";"2";"2";"2";"0";"243827700";"1ed81d26-9a45-4eed-a21a-cc31ef0909ce";"2023-06-06 12:34:38";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"74"
"2023-06-06";"2023-06-06 10:50:51.622000+02:00";"2023-06-06 14:35:39.472000+02:00";"1";"3";"1";"8";"50000";"4";"1";"6";"50000";"2";"3";"16.0";"2";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"10:00:00.000+02:00";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"electricity";"1";"3";"1";"2";"1";"1";"243828024";"68714b75-d569-4af3-8ccc-9e9dc805c0d8";"2023-06-06 12:35:50";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"75"
"2023-06-06";"2023-06-06 08:57:59.478000+02:00";"2023-06-06 16:21:13.375000+02:00";"2";"4";"1";"8";"40000";"4";"1";"8";"900000";"2";"3";"3.0";"2";"3 2 10";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"07:00:00.000+02:00";"1 6 8";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"88";"Electricity";"1";"2";"3";"2";"2";"0";"243869772";"71beff18-d97b-4f21-834e-6cd7d9a97940";"2023-06-06 14:47:32";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"76"
"2023-06-06";"2023-06-06 09:13:25.757000+02:00";"2023-06-06 16:25:00.605000+02:00";"2";"4";"1";"8";"45000";"4";"1";"1";"1800000";"0";"2";"3.0";"2";"2 10 11";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"2";"3";"1";"2";"2";"0";"243869778";"1d289cda-af3a-41e0-8533-bd43f2ac5201";"2023-06-06 14:47:33";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"77"
"2023-06-06";"2023-06-06 09:33:30.908000+02:00";"2023-06-06 16:27:21.725000+02:00";"2";"4";"1";"8";"60000";"4";"1";"1";"1890000";"2";"2";"3.0";"2";"2 3 4";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"12:45:00.000+02:00";"1 6";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"";"2";"3";"3";"4";"2";"1";"243869781";"f909668a-ce9a-4c5e-9c7e-a63e56e0ae01";"2023-06-06 14:47:34";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"78"
"2023-06-06";"2023-06-06 09:53:09.035000+02:00";"2023-06-06 16:29:38.622000+02:00";"2";"4";"1";"8";"40000";"4";"1";"1";"1450000";"4";"1";"3.0";"2";"2 3 11 10";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"16:16:00.000+02:00";"1 6";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"";"2";"3";"2";"4";"4";"1";"243869785";"adaa18f3-7b26-43de-8b2d-a9072a9e87ca";"2023-06-06 14:47:34";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"79"
"2023-06-06";"2023-06-06 10:28:00.785000+02:00";"2023-06-06 16:30:41.910000+02:00";"2";"4";"1";"8";"50000";"4";"1";"1";"1300000";"1";"1";"2.0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"2";"2";"2";"2";"2";"0";"243869792";"57849d0c-c8c2-4355-9554-7a1a30a843dd";"2023-06-06 14:47:36";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"80"
"2023-06-06";"2023-06-06 10:42:46.862000+02:00";"2023-06-06 16:31:48.450000+02:00";"2";"4";"1";"8";"60000";"4";"1";"8";"3500000";"1";"1";"2.0";"2";"3 10 11 2";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"10:45:00.000+02:00";"1 7";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"";"2";"3";"2";"2";"2";"1";"243869798";"530244d8-c171-41a1-8557-59fd97dfd6b6";"2023-06-06 14:47:36";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"81"
"2023-06-06";"2023-06-06 10:57:38.432000+02:00";"2023-06-06 16:33:09.874000+02:00";"2";"4";"1";"8";"43000";"4";"1";"8";"2600000";"1";"2";"2.0";"2";"2 3 11 10";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"11:01:00.000+02:00";"1 7";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"";"2";"3";"3";"4";"2";"1";"243869812";"7ae94b5c-3d3b-4953-b1d6-f38f9a21338e";"2023-06-06 14:47:38";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"82"
"2023-06-06";"2023-06-06 11:13:33.320000+02:00";"2023-06-06 16:34:18.523000+02:00";"2";"4";"1";"8";"35000";"4";"1";"1";"2080000";"1";"1";"2.0";"2";"2 3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"11:38:00.000+02:00";"1 7 6";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"88";"Electricity";"1";"2";"3";"2";"2";"0";"243869815";"34ec89b5-918a-4d3d-8b92-a19f5876c22e";"2023-06-06 14:47:38";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"83"
"2023-06-06";"2023-06-06 11:42:47.195000+02:00";"2023-06-06 16:35:44.539000+02:00";"2";"4";"0";"7";"";"";"1";"8";"3280000";"2";"2";"4.0";"2";"10 11";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"2";"1";"2";"2";"0";"243869821";"465fe630-f808-4f56-80c2-1f81957a5d95";"2023-06-06 14:47:39";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"84"
"2023-06-06";"2023-06-06 11:46:33.481000+02:00";"2023-06-06 16:46:34.499000+02:00";"2";"4";"1";"8";"50000";"4";"1";"7";"2150000";"2";"1";"2.0";"2";"2 3 10";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"11:55:00.000+02:00";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"Gas";"1";"3";"1";"2";"2";"0";"243869826";"4802d8e6-368a-4a83-9d0c-518fe51bbc00";"2023-06-06 14:47:39";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"85"
"2023-06-06";"2023-06-06 12:01:01.227000+02:00";"2023-06-06 16:44:47.394000+02:00";"2";"4";"0";"7";"";"";"2";"2";"980000";"1";"1";"2.0";"2";"2 10 11";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"3";"2";"2";"2";"0";"243869833";"20a5d35a-f0c5-48b6-b48c-ea04f6d63c51";"2023-06-06 14:47:40";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"86"
"2023-06-06";"2023-06-06 12:04:54.497000+02:00";"2023-06-06 16:43:16.417000+02:00";"2";"4";"1";"8";"45000";"4";"1";"1";"1300000";"1";"1";"1.0";"2";"2 10";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"4";"2";"2";"2";"0";"243869839";"b98962f7-a5a4-4735-a7a2-b522a6d365eb";"2023-06-06 14:47:40";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"87"
"2023-06-06";"2023-06-06 12:14:41.478000+02:00";"2023-06-06 16:39:50.805000+02:00";"2";"4";"1";"7";"";"";"1";"1";"956000";"2";"3";"2.0";"2";"2 10 11";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"88";"Electricity";"1";"2";"2";"2";"2";"0";"243869844";"d5f80ddd-baa6-495e-82e8-370d2701ce7c";"2023-06-06 14:47:41";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"88"
"2023-06-06";"2023-06-06 12:18:58.642000+02:00";"2023-06-06 16:38:45.058000+02:00";"2";"4";"1";"8";"40000";"4";"88";"1";"3000000";"2";"3";"3.0";"2";"3 10";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"10:23:00.000+02:00";"1 6";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"";"2";"3";"3";"4";"2";"0";"243869849";"b327061f-6a0d-4466-813d-cf32f108b2e2";"2023-06-06 14:47:42";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"89"
"2023-06-06";"2023-06-06 12:28:31.242000+02:00";"2023-06-06 16:36:53.340000+02:00";"2";"4";"1";"8";"40000";"4";"1";"1";"2300000";"1";"1";"3.0";"2";"3 2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"16:41:00.000+02:00";"1 7";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"";"2";"2";"2";"2";"2";"0";"243869854";"9f3224ce-c990-4239-ab9d-71f6de27c93e";"2023-06-06 14:47:42";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"90"
"2023-06-06";"2023-06-06 08:24:59.399000+02:00";"2023-06-06 08:31:23.665000+02:00";"3";"5";"0";"1";"";"";"1";"4";"90000";"0";"3";"1.0";"2";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"09:00:00.000+02";"1 2 3";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"";"2";"3";"0";"0";"0";"1";"243873309";"3d04457658324d57b5b3478b1cb34189";"2023-06-06 14:57:49";"";"";"submitted_via_web";"";"v658mVuzXYcbixprT4AiPn";"";"91"
